PRIORITY RANK,NOTE,BASIN,HUC_12,COUNTY,DESCRIPTION,STATION,USE,CAUSE(S)
3,,PEEDEE,030402031303,DILLON,ASHPOLE SWAMP AT PRIVATE ROAD (SEE LAKE VIEW QUAD),PD-347,AL,DO
,,,,,,,,
3,,PEEDEE,030402031404,HORRY,LUMBER RVR AT US 76 AT NICHOLS,PD-038,AL,DO
3,,PEEDEE,030402031404,HORRY,LUMBER RVR AT US 76 AT NICHOLS,PD-038,FISH,HG
3,,PEEDEE,030402031404,HORRY,LUMBER RIVER @ CAUSEY LANDING,PD-664,FISH,HG
,,,,,,,,
3,,PEEDEE,030402040403,DILLON,BUCK SWP AT S-17-33,PD-031,AL,DO
,,,,,,,,
3,,PEEDEE,030402040404,DILLON,BUCK SWAMP AT S-17-42,PD-349,AL,DO
3,,PEEDEE,030402040404,DILLON,BUCK SWAMP AT S-17-42,PD-349,REC,ECOLI
,,,,,,,,
3,,PEEDEE,030402040504,DILLON,LITTLE PEE DEE RIVER @ MOCOCASIN'S BLUFF,PD-283,FISH,HG
,,,,,,,,
3,,PEEDEE,030402040506,DILLON,LITTLE PEE DEE RVR BELOW JCT WITH MAPLE SWP,PD-030A,FISH,HG
3,,PEEDEE,030402040506,DILLON,LITTLE PEE DEE RIVER @ FLOYDALE BRIDGE,PD-618,FISH,HG
,,,,,,,,
3,,PEEDEE,030402040508,MARION,LITTLE PEE DEE RIVER @ GILCREST LANDING,PD-053,FISH,HG
,,,,,,,,
3,,PEEDEE,030402040601,HORRY,BOB'S BRANCH AT BRIDGE ON S-26-637 2.2 MI N OF GREEN SEA,RS-06009,AL,DO
,,,,,,,,
3,,PEEDEE,030402040604,HORRY,LAKE SWAMP AT S-26-99,PD-176,REC,ECOLI
3,,PEEDEE,030402040604,HORRY,LOOSING SWAMP AT S-26-23 3.7 MI NE OF AYNOR,RS-03513,AL,DO
3,,PEEDEE,030402040604,HORRY,BRIDGE OVER LAKE SWAMP AT S-26-23 -S NICHOLS HWY,RS-13111,REC,ECOLI
,,,,,,,,
3,,PEEDEE,030402040702,HORRY,BRUNSON SWAMP AT S-26-99,PD-370,REC,ECOLI
,,,,,,,,
3,,PEEDEE,030402040801,HORRY,CEDAR CREEK AT S-26-23,PD-351,AL,DO
,,,,,,,,
3,,PEEDEE,030402040803,HORRY,LITTLE PEE DEE RIVER @ SANDY BLUFF,PD-054,FISH,HG
3,,PEEDEE,030402040803,MARION,LITTLE PEE DEE RIVER @ RED BLUFF,PD-654,FISH,HG
3,,PEEDEE,030402040803,MARION,WHITE OAK CREEK AT US 76 SITE IS LOCATED AT THE TOWN OF MULLINGS CITY LIMITS SIGN NEXT TO SMITHBORO ,RS-08229,REC,ECOLI
,,,,,,,,
3,,PEEDEE,030402040804,MARION,LITTLE PEE DEE RIVER @ GALAVANTS FERRY,PD-619,FISH,HG
3,,PEEDEE,030402040804,MARION,LITTLE PEE DEE RIVER @ DAVIS LANDING,PD-655,FISH,HG
,,,,,,,,
3,,PEEDEE,030402040806,HORRY,PALMETTO SWAMP @ SR 99,PD-702,REC,ECOLI
,,,,,,,,
3,,PEEDEE,030402040808,MARION,LITTLE PEE DEE RIVER @ LOCUST TREE LANDING,PD-656,FISH,HG
3,,PEEDEE,030402040808,HORRY,LITTLE PEE DEE RIVER @ GUNTER'S LAKE,PD-657,FISH,HG
3,,PEEDEE,030402040808,HORRY,LITTLE PEE DEE @ HUGHES LANDING,PD-691,FISH,HG
,,,,,,,,
3,,PEEDEE,030402040810,HORRY,LITTLE PEE DEE RIVER OFF END OF S-26-135 AT PUNCHBOWL LANDING,PD-350,FISH,HG
3,,PEEDEE,030402040810,HORRY,LITTLE PEE DEE RIVER @ HWY 378,PD-620,FISH,HG
3,,PEEDEE,030402040810,MARION,LITTLE PEE DEE RIVER @ SAMPSON LANDING,PD-658,FISH,HG
3,,PEEDEE,030402040810,MARION,RUSS CREEK @ PARKERS LANDING,PD-665,FISH,HG
,,,,,,,,
3,,PEEDEE,030402050103,LEE,BEAVER DAM CREEK AT S-31-313,PD-636,AL,BIO
,,,,,,,,
3,,PEEDEE,030402050104,LEE,MECHANICSVILLE SWAMP AT S-31-500,PD-356,REC,ECOLI
3,,PEEDEE,030402050104,LEE,"MCGIRTS CREEK AT COUNTY RD 73,  7.5 M SW OF BISHOPVILLE",RS-01017,AL,DO
,,,,,,,,
3,,PEEDEE,030402050105,LEE,GUM SPRING BRANCH AT BRIDGE ON  S-31-162 OFF SC 34,RS-09095,AL,DO
,,,,,,,,
3,,PEEDEE,030402050205,SUMTER,BLACK RIVER AT S-43-57,PD-353,AL,DO
,,,,,,,,
3,,PEEDEE,030402050301,SUMTER,GREEN SWP AT S-43-33,PD-039,AL,DO
,,,,,,,,
3,,PEEDEE,030402050302,SUMTER,NASTY BR AT S-43-251 7.5 MI SW OF SUMTER,PD-239,AL,DO
,,,,,,,,
3,,PEEDEE,030402050303,SUMTER,BRUNSON SWAMP CREEK AT S-43-251 - 1.3 MI W OF SC 120 - 9.25 MI SW SUMTER,RS-03345,AL,"DO, PH"
,,,,,,,,
3,,PEEDEE,030402050401,SUMTER,TURKEY CREEK AT US 521,PD-040,AL,"DO, NH3N"
3,,PEEDEE,030402050401,SUMTER,TURKEY CREEK AT US 521,PD-040,FISH,HG
3,,PEEDEE,030402050401,SUMTER,POCOTALIGO RVR AT US 15 3.5 MI S SUMTER,PD-091,AL,DO
3,,PEEDEE,030402050401,SUMTER,POCOTALIGO RVR AT S-43-32 9 MI SSE OF SUMTER,PD-202,AL,BIO
3,,PEEDEE,030402050401,SUMTER,BRIAR BRANCH AT S-43-459,PD-617,AL,PH
,,,,,,,,
3,,PEEDEE,030402050404,CLARENDON,BIG BR. AT SC 261,PD-627,AL,BIO
,,,,,,,,
3,,PEEDEE,030402050406,CLARENDON,DEEP CREEK AT S-14-25 AND 1.2 MI NE OF BLOOMVILLE,RS-03347,AL,"DO, PH"
,,,,,,,,
3,,PEEDEE,030402050407,CLARENDON,POCOTALIGO RVR AT S-14-50 9.5 MI NE MANNING,PD-043,AL,DO
3,,PEEDEE,030402050407,CLARENDON,POCOTALIGO RVR AT S-14-50 9.5 MI NE MANNING,PD-043,FISH,HG
,,,,,,,,
3,,PEEDEE,030402050502,FLORENCE,"DOUGLAS SWAMP OFF THIGPEN ROAD BEHIND WHITE HOUSE,  3.5 M E OF TURBEVILLE",RS-01002,AL,DO
,,,,,,,,
3,,PEEDEE,030402050505,WILLIAMSBURG,PUDDING SWP AT SC 527 8.1 MI NW OF KINGSTREE,PD-203,AL,DO
,,,,,,,,
3,,PEEDEE,030402050601,SUMTER,"TEARCOAT BRANCH AT S-43-255,  8.6 MI SE OF SUMTER",RS-11003,REC,ECOLI
,,,,,,,,
3,,PEEDEE,030402050603,CLARENDON,BLACK RVR AT S-14-40 E OF MANNING,PD-116,REC,ECOLI
,,,,,,,,
3,,PEEDEE,030402050604,WILLIAMSBURG,BLACK RVR AT S-45-35 8.6 MI NW OF KINGSTREE,PD-227,AL,DO
,,,,,,,,
3,,PEEDEE,030402050701,WILLIAMSBURG,CLAPP SWAMP AT SC 527,RS-02325,AL,DO
,,,,,,,,
3,,PEEDEE,030402050702,FLORENCE,KINGSTREE SWAMP AT S-21-514,RS-10381,REC,ECOLI
,,,,,,,,
3,,PEEDEE,030402050710,WILLIAMSBURG,BLACK RVR AT US 52 AT KINGSTREE,PD-044,FISH,HG
,,,,,,,,
3,,PEEDEE,030402050805,WILLIAMSBURG,BLACK MINGO CREEK AT S-45-121,PD-360,AL,DO
3,,PEEDEE,030402050805,WILLIAMSBURG,BLACK MINGO CREEK AT S-45-121,PD-360,REC,ECOLI
,,,,,,,,
3,,PEEDEE,030402050806,GEORGETOWN,BLACK MINGO CK AT SC 41 14 MI NE OF ANDREWS,PD-172,FISH,HG
3,,PEEDEE,030402050806,GEORGETOWN,BLACK MINGO CREEK AT COWHEAD LANDING OFF SC 51,PD-361,AL,DO
3,,PEEDEE,030402050806,GEORGETOWN,SMITH SWAMP AT BRIDGE ON SC 51 12.2 MI S OF HEMINGWAY,RS-06189,AL,DO
,,,,,,,,
3,,PEEDEE,030402050903,WILLIAMSBURG,SPRING GULLY AT BRIDGE ON US 521 3.8 MI NE OF TRIO,RS-04533,AL,BIO
,,,,,,,,
3,,PEEDEE,030402050906,GEORGETOWN,BLACK RIVER @ PINE TREE LANDING,PD-046,FISH,HG
3,,PEEDEE,030402050906,GEORGETOWN,BLACK RVR AT SC 51 11.6 MI NE OF ANDREWS,PD-170,AL,DO
3,,PEEDEE,030402050906,GEORGETOWN,BLACK RVR AT SC 51 11.6 MI NE OF ANDREWS,PD-170,FISH,HG
3,,PEEDEE,030402050906,WILLIAMSBURG,BLACK RIVER @ PUMPHOUSE LANDING,PD-626,FISH,HG
3,,PEEDEE,030402050906,GEORGETOWN,BLACK RIVER @ OLD PUMP STATION,PD-659,FISH,HG
3,,PEEDEE,030402050906,GEORGETOWN,BLACK RIVER @ PEA HOUSE LANDING,PD-692,FISH,HG
,,,,,,,,
3,,PEEDEE,030402050908,GEORGETOWN,GREENS CREEK AT S-22-318 (JOHNSON ROAD) 7.7 MI NW OF GEORGETOWN,RS-03353,REC,ECOLI
,,,,,,,,
3,,PEEDEE,030402050909,GEORGETOWN,BLACK RIVER @ PETER'S CREEK,PD-171,FISH,HG
3,,PEEDEE,030402050909,GEORGETOWN,BLACK RIVER @ ROCKY POINT,PD-660,FISH,HG
,,,,,,,,
3,,PEEDEE,030402050910,GEORGETOWN,BLACK RVR AT S-22-489 4 MI NE GEORGETOWN,PD-325,REC,ENTERO
3,,PEEDEE,030402050910,GEORGETOWN,BLACK RIVER @ PRINGLE'S FERRY,PD-661,FISH,HG
,,,,,,,,
3,,PEEDEE,030402060704,HORRY,WACCAMAW RVR AT SC 9 7.0 MI W OF CHERRY GROVE,MD-124,FISH,HG
,,,,,,,,
3,,PEEDEE,030402060705,HORRY,SIMPSON CREEK AT SC 905,PD-363,REC,ECOLI
,,,,,,,,
3,,PEEDEE,030402060802,HORRY,HELLHOLE SWAMP AT S-26-67 6.6 MI SW OF LORIS,RS-05561,AL,DO
3,,PEEDEE,030402060802,HORRY,BUG SWAMP AT US 701; BROAD STREET,RS-16335,REC,ECOLI
,,,,,,,,
3,,PEEDEE,030402060803,HORRY,KINGSTON LK NR PUMP STA ON LAKESIDE DR CONWAY,MD-107,AL,DO
3,,PEEDEE,030402060803,HORRY,KINGSTON LK NR PUMP STA ON LAKESIDE DR CONWAY,MD-107,REC,ECOLI
3,,PEEDEE,030402060803,HORRY,CRAB TREE SWAMP AT LONG ST BL OUTFALL OF CONWAY #1 POND,MD-158,AL,DO
3,,PEEDEE,030402060803,HORRY,CRAB TREE SWAMP AT LONG ST BL OUTFALL OF CONWAY #1 POND,MD-158,REC,ECOLI
3,,PEEDEE,030402060803,HORRY,CRAB TREE SWAMP AT BRIDGE ON US 501 1.5 MI NW OF CONWAY,RS-04375,REC,ECOLI
3,,PEEDEE,030402060803,HORRY,BROWN SWAMP AT US 701,RS-10389,AL,DO
,,,,,,,,
3,,PEEDEE,030402060902,HORRY,WACCAMAW RIVER @ SC 31,CSTL-553,FISH,HG
3,,PEEDEE,030402060902,HORRY,WACCAMAW RIVER @ SEC RD 105,CSTL-554,FISH,HG
,,,,,,,,
3,,PEEDEE,030402060903,HORRY,STERITT SWAMP AT BRIDGE ON UNNUMBERED DIRT RD-STERITT SWAMP RD- ACROSS FROM HORRY CO SOLID WASTE AUT,RS-06165,AL,DO
3,,PEEDEE,030402060903,HORRY,STERITT SWAMP AT BRIDGE ON UNNUMBERED DIRT RD-STERITT SWAMP RD- ACROSS FROM HORRY CO SOLID WASTE AUT,RS-06165,REC,ECOLI
,,,,,,,,
3,,PEEDEE,030402060904,HORRY,WACCAMAW RIVER @ SEC RD 901,CSTL-555,FISH,HG
,,,,,,,,
3,,PEEDEE,030402060905,HORRY,WACCAMAW RIVER @ PITCH LANDING,CSTL-556,FISH,HG
3,,PEEDEE,030402060905,HORRY,WACCAMAW RIVER @ TODDVILLE,MD-144,FISH,HG
3,,PEEDEE,030402060905,HORRY,BEAR SWAMP AT S-26-110,PD-638,AL,BIO
,,,,,,,,
3,,PEEDEE,030402060906,HORRY,INTRACOASTAL WATERWAY @ SOCASTEE,CSTL-558,FISH,HG
3,,PEEDEE,030402060906,HORRY,INTRACOASTAL WTRWAY AT SC 544 7.5 MI SW OF MYRTLE BEACH,MD-127,AL,PH
3,,PEEDEE,030402060906,HORRY,UNNAMED TRIBUTARYTO INTERCOASTAL WATERWAY AT SC 707 1.2 MI ENE OF SOCASTEE & SC 544,RS-03332,REC,ECOLI
3,,PEEDEE,030402060906,HORRY,INTRACOASTAL WATERWAY APPROXIMATELY 300 YARDS WSW OF US 501 AT DOCK BEHIND MYRTLE BEACH CLARION HOTE,RS-16307,AL,PH
,,,,,,,,
3,,PEEDEE,030402060907,HORRY,WACCAMAW RVR 1/4 MI UPSTRM OF JCT WITH INTRACOASTAL WTRWY,MD-136,FISH,HG
3,,PEEDEE,030402060907,HORRY,WACCAMAW RVR 1 MI DS OF BUCKSVILLE LANDING AT BIG BEND IN RVR,MD-145,FISH,HG
,,,,,,,,
3,,PEEDEE,030402061002,HORRY,WACCAMAW RIVER @ BUCKSPORT LANDING,CSTL-557,FISH,HG
3,,PEEDEE,030402061002,GEORGETOWN,WACCAMAW RVR AT CHANNEL MARKER 57,MD-138,FISH,HG
,,,,,,,,
3,,PEEDEE,030402061003,GEORGETOWN,WACCAMAW RIVER @ SANDY ISLAND,MD-140,FISH,HG
3,,PEEDEE,030402061003,GEORGETOWN,WACCAMAW RIVER @ HAGLEY LANDING,MD-141,FISH,HG
,,,,,,,,
3,,PEEDEE,030402070103,GEORGETOWN,SAMPIT RVR BTWN MOUTHS OF PORTS CK & PENNY ROYAL CK,MD-075,AL,DO
,,,,,,,,
3,,PEEDEE,030402070106,GEORGETOWN,SAMPIT RVR OPP AMER CYANAMID CHEM CO,MD-073,AL,"DO, PH"
3,,PEEDEE,030402070106,GEORGETOWN,SAMPIT RVR AT CHANNEL MARKER #30,MD-074,AL,"DO, PH"
3,,PEEDEE,030402070106,GEORGETOWN,SAMPIT RVR AT US 17,MD-077,AL,"DO, PH"
3,,PEEDEE,030402070106,GEORGETOWN,WHITES CK 100 YDS UPSTRM OF JCT WITH SAMPIT RVR,MD-149,AL,DO
3,,PEEDEE,030402070106,GEORGETOWN,SAMPIT RIVER APPROXIMATELY 1.4 MILES WEST OF US 17 BRIDGE,PD-628,FISH,HG
,,,,,,,,
3,,PEEDEE,030402070203,WILLIAMSBURG,CLARKS CREEK @ SNOW LAKE,PD-317,FISH,HG
3,,PEEDEE,030402070203,WILLIAMSBURG,GREAT PEE DEE RIVER @ STAPLES LAKE,PD-621,FISH,HG
,,,,,,,,
3,,PEEDEE,030402070204,GEORGETOWN,PEE DEE RVR AT PETERS FIELD LANDING OFF S-22-36 US IP PUMP STATION,PD-060,FISH,HG
3,,PEEDEE,030402070204,GEORGETOWN,PEE DEE RIVER AT PORTS HILL LANDING AT THE END OF CO RD S-22-753 9.5 MI SE OF HEMINGWAY SAMPLE SHOUL,RS-04377,REC,ECOLI
,,,,,,,,
3,,PEEDEE,030402070205,HORRY,GREAT PEE DEE RIVER ABOVE HWY 701 BRIDGE,CSTL-559,FISH,HG
,,,,,,,,
3,,PEEDEE,030402070207,GEORGETOWN,WINYAH BAY AT JCT OF PEE DEE & WACCAMAW AT MARKER 92,MD-080,AL,"DO, PH"
3,,PEEDEE,030402070207,GEORGETOWN,GREAT PEE DEE RIVER @ SAMWORTH WMA,PD-663,FISH,HG
3,,PEEDEE,030402070207,GEORGETOWN,CYPRESS CREEK AT BRIDGE ON S-22-264 1.5 MI SE OF PLANTERSVILLE,RS-06013,REC,ECOLI
,,,,,,,,
3,,PEEDEE,030402070208,GEORGETOWN,OYSTER BAY NEAR CUTOFF CREEK,05-05,SHELLFISH,FC
3,,PEEDEE,030402070208,GEORGETOWN,MUD BAY AT NO MAN'S FRIEND CREEK  ,05-06,SHELLFISH,FC
3,,PEEDEE,030402070208,GEORGETOWN,JONES CREEK AT MUD BAY,05-07,SHELLFISH,FC
3,,PEEDEE,030402070208,GEORGETOWN,"WINYAH BAY MAIN CHANNEL,  BUOY 17,  RANGE E",05-21,SHELLFISH,FC
3,,PEEDEE,030402070208,GEORGETOWN,"WINYAH BAY,  TIP OF WESTERN CHANNEL ISLAND",05-25,SHELLFISH,FC
3,,PEEDEE,030402070208,GEORGETOWN,WINYAH BAY 3.8 MILES NNW OF GEORGETOWN LIGHT HOUSE,RO-15375,AL,TURBIDITY
,,,,,,,,
3,,PEEDEE,030402080301,HORRY,INTRACOASTAL WTRWAY AT PT 3 MI N OF BRDG ON US 501,MD-085,AL,PH
3,,PEEDEE,030402080301,HORRY,INTRACOASTAL WTRWY -LITTLE RVR- ON SC 9 -US 17,MD-125,REC,ENTERO
3,,PEEDEE,030402080301,HORRY,INTRACOASTAL WATERWAY @ NORTH MYRTLE,MD-163,FISH,HG
,,,,,,,,
3,,PEEDEE,030402080304,HORRY,42ND AVENUE - CHERRY GROVE,01-17,SHELLFISH,FC
3,,PEEDEE,030402080304,HORRY,53RD AVENUE BRIDGE ON CANAL,01-17A,SHELLFISH,FC
3,,PEEDEE,030402080304,HORRY,HOUSE CK AT 53RD AVE OUT FROM BOAT LANDING (01-19),MD-276,AL,"DO, ZN"
3,,PEEDEE,030402080304,HORRY,WAC-09A-WHITEPOINT SWASH,WAC-009A,REC,ENTERO
,,,,,,,,
3,,PEEDEE,030402080305,HORRY,LITTLE RIVER JETTY,01-01,SHELLFISH,FC
3,,PEEDEE,030402080305,HORRY,MOUTH OF DUNN SOUND CREEK,01-02,SHELLFISH,FC
3,,PEEDEE,030402080305,HORRY,BIG BEND UP DUNN SOUND CREEK,01-05,SHELLFISH,FC
3,,PEEDEE,030402080305,HORRY,BRIDGE TO WAITES ISLAND,01-06,SHELLFISH,FC
3,,PEEDEE,030402080305,HORRY,MILLKIN COVE JUST OFF THE LITTLE RIVER 0.4 MILES NORTH OF SHELLFISH SITE 01-04.,RO-11301,REC,ENTERO
3,,PEEDEE,030402080305,HORRY,LITTLE RIVER INLET BETWEEN THE START OF THE JETTIES,RO-15365,REC,ENTERO
3,,PEEDEE,030402080305,HORRY,BEAR BRANCH SWASH,WAC-015A,REC,ENTERO
,,,,,,,,
3,,PEEDEE,030402080306,HORRY,HOG INLET,01-07,SHELLFISH,FC
3,,PEEDEE,030402080306,HORRY,DUNN SOUND AT HOG INLET,01-18,SHELLFISH,FC
3,,PEEDEE,030402080306,HORRY,MAIN CREEK AT 53RD AVENUE ,01-19,SHELLFISH,FC
3,,PEEDEE,030402080306,HORRY,WHITE POINT SWASH,02-01,SHELLFISH,FC
3,,PEEDEE,030402080306,HORRY,8TH AVE NORTH  MB,WAC-021,REC,ENTERO
3,,PEEDEE,030402080306,HORRY,WAC-025A-MIDWAY SWASH,WAC-025A,REC,ENTERO
,,,,,,,,
3,,PEEDEE,030402080307,HORRY,SINGLETON SWASH,02-02,SHELLFISH,FC
3,,PEEDEE,030402080307,HORRY,CANEPATCH SWASH,02-03,SHELLFISH,FC
3,,PEEDEE,030402080307,HORRY,11TH AVE N SURFSIDE,WAC-031,REC,ENTERO
3,,PEEDEE,030402080307,HORRY,13TH AVE  S SURFSIDE,WAC-035,REC,ENTERO
,,,,,,,,
3,,PEEDEE,030402080308,HORRY,WITHERS SWASH,03-01,SHELLFISH,FC
3,,PEEDEE,030402080308,HORRY,MIDWAY SWASH - PEBBLE BEACH,03-02,SHELLFISH,FC
3,,PEEDEE,030402080308,GEORGETOWN,MAIN CREEK 160 YARDS UPSTREAM FROM SHELLFISH SITE 04-27.,RT-09113,REC,ENTERO
3,,PEEDEE,030402080308,HORRY,34TH AVE NORTH MB,WAC-019,REC,ENTERO
,,,,,,,,
3,,PEEDEE,030402080310,GEORGETOWN,PARSONNAGE CREEK AT INLET PORT BASIN -04-17,MD-277,REC,ENTERO
3,,PEEDEE,030402080310,GEORGETOWN,MAIN CREEK MURRELLS INLET 0.63 MILES NE OF MURRELLS INLET LANDING,RT-15105,REC,ENTERO
,,,,,,,,
3,,PEEDEE,030402080311,HORRY,WAC-016A-CANE PATCH SWASH MB,WAC-016A,REC,ENTERO
,,,,,,,,
3,,PEEDEE,030402080312,HORRY,WAC-020-24TH AVE NORTH MB,WAC-020,REC,ENTERO
3,,PEEDEE,030402080312,HORRY,WAC-022A-WITHERS SWASH,WAC-022A,REC,ENTERO
,,,,,,,,
3,,PEEDEE,030402080313,HORRY,WAC-028-PIRATELAND SWASH,WAC-028,REC,ENTERO
3,,PEEDEE,030402080313,HORRY,OCEAN LAKES CG,WAC-029,REC,ENTERO
3,,PEEDEE,030402080313,HORRY,WAC-29A-S OCEAN LAKES,WAC-029A,REC,ENTERO
3,,PEEDEE,030402080313,HORRY,WAC-31A-SWASH AT 5TH,WAC-031A,REC,ENTERO
,,,,,,,,
3,,PEEDEE,030402080402,GEORGETOWN,DEBIDUE CREEK AT BOAT BASIN,05-13,SHELLFISH,FC
,,,,,,,,
3,,SALKEHATCHIE,030502060308,COLLETON,TRIB TO PINE ISLAND CK W OF PINE ISLAND,RT-02019,AL,CU
,,,,,,,,
3,,SALKEHATCHIE,030502070103,BARNWELL,LAKE EDGAR BROWN IN FOREBAY NEAR DAM,CL-064,AL,CHLA
3,,SALKEHATCHIE,030502070103,BARNWELL,LAKE EDGAR BROWN 0.12 MI NE OF S-06-488 (WELLINGTON DR) 30 YARDS FROM EASTERN SHORE,RL-11120,AL,"CHLA, NH3N"
3,,SALKEHATCHIE,030502070103,BARNWELL,LAKE EDGAR BROWN APPROX 30 YDS OFF WEST DIKE OPPOSITE END OF TURNER ST,RL-13136,AL,"CHLA, TURBIDITY"
,,,,,,,,
3,,SALKEHATCHIE,030502070201,ALLENDALE,JACKSON CRK. AT S-18,CSTL-051,REC,ECOLI
3,,SALKEHATCHIE,030502070201,HAMPTON,JACKSON BRANCH AT S-25-28 BROAD ROAD,RS-15263,REC,ECOLI
,,,,,,,,
3,,SALKEHATCHIE,030502070202,HAMPTON,UNNAMED TRIB TO CAW CAW SWAMP AT CULVERT ON DIRT ROAD (HOGARTH RD.) BETWEEN S-25-28 AND S-25-38,RS-09118,REC,ECOLI
,,,,,,,,
3,,SALKEHATCHIE,030502070203,HAMPTON,WHIPPY SWAMP AT S-25-13,CSTL-076,REC,ECOLI
,,,,,,,,
3,,SALKEHATCHIE,030502070302,BAMBERG,LEMON CREEK AT S-74,CSTL-576,AL,BIO
,,,,,,,,
3,,SALKEHATCHIE,030502070401,BAMBERG,LITTLE SALKEHATCHIE RIVER AT S.C.- 70,CSTL-566,FISH,HG
,,,,,,,,
3,,SALKEHATCHIE,030502070505,COLLETON,WILLOW CRK. AT SR 42,CSTL-570,AL,BIO
,,,,,,,,
3,,SALKEHATCHIE,030502070508,COLLETON,LITTLE SALKEHATCHIE RIVER AT SC 63 -SNIDERS HWY,CSTL-120,FISH,HG
,,,,,,,,
3,,SALKEHATCHIE,030502070602,BAMBERG,SAVANNAH CREEK AT S.R.-87,CSTL-053,AL,BIO
,,,,,,,,
3,,SALKEHATCHIE,030502070603,ALLENDALE,SALKEHATCHIE RIVER AT U.S. 301 AND 321,CSTL-048,FISH,HG
3,,SALKEHATCHIE,030502070603,BAMBERG,SALKEHATCHIE RIVER @ SC 641,CSTL-105,FISH,HG
,,,,,,,,
3,,SALKEHATCHIE,030502070604,COLLETON,RICEPATCH CRK. AT SC 63,CSTL-569,AL,BIO
,,,,,,,,
3,,SALKEHATCHIE,030502070606,COLLETON,SALKEHATCHIE RIVER AT SC 63,CSTL-104,REC,ECOLI
3,,SALKEHATCHIE,030502070606,HAMPTON,SALKEHATCHIE RIVER @ US 601,CSTL-562,FISH,HG
,,,,,,,,
3,,SALKEHATCHIE,030502070701,COLLETON,UNNAMED TRIB TO BLACK CK AT S-15-193,RS-10356,REC,ECOLI
,,,,,,,,
3,,SALKEHATCHIE,030502070703,COLLETON,CUCKHOLD'S CREEK,CSTL-592,FISH,HG
,,,,,,,,
3,,SALKEHATCHIE,030502070704,BEAUFORT,COMBAHEE RVR AT US 17 10 MI ESE YEMASSEE,CSTL-098,AL,DO
3,,SALKEHATCHIE,030502070704,BEAUFORT,COMBAHEE RVR AT US 17 10 MI ESE YEMASSEE,CSTL-098,FISH,HG
3,,SALKEHATCHIE,030502070704,COLLETON,COMBAHEE RIVER @ SEC RD 756,CSTL-561,FISH,HG
,,,,,,,,
3,,SALKEHATCHIE,030502070705,COLLETON,CHEHAW RVR AT OLD CHEHAW BOAT LANDING ON S-15-161,RT-02017,AL,ZN
3,,SALKEHATCHIE,030502070705,COLLETON,CHEHAW RVR WEST OF BIG ISLAND 1.75MI NNE OF CONFLUENCE OF COMBAHEE RVR AND CHEHAW RVR,RT-10131,AL,TURBIDITY
3,,SALKEHATCHIE,030502070705,COLLETON,UNNAMED TRIB TO CHEHAW RIVER APPROX 2.3 MI NW OF SOCIAL HALL CREEK,RT-13043,AL,TURBIDITY
3,,SALKEHATCHIE,030502070705,COLLETON,UNNAMED TRIB TO CHEHAW RIVER APPROX 2.3 MI NW OF SOCIAL HALL CREEK,RT-13043,REC,ENTERO
3,,SALKEHATCHIE,030502070705,COLLETON,OLD CHEHAW RIVER APPROX 0.6 MI UPRIVER OF MOUTH OF NEW CHEHAW RIVER,RT-13055,AL,TURBIDITY
3,,SALKEHATCHIE,030502070705,COLLETON,OLD CHEHAW RIVER APPROX 0.6 MI UPRIVER OF MOUTH OF NEW CHEHAW RIVER,RT-13055,REC,ENTERO
,,,,,,,,
3,,SALKEHATCHIE,030502070706,COLLETON,COMBAHEE RVR 2.50MI NW OF WESTERN POINT OF CONFLUENCE OF COOSAW RVR AND COMBAHEE RVR,RO-10383,AL,TURBIDITY
3,,SALKEHATCHIE,030502070706,COLLETON,MOUTH OF NEW CHEHAW RIVER AT CONFLUENCE WITH THE COMBAHEE RIVER,RO-12330,AL,TURBIDITY
3,,SALKEHATCHIE,030502070706,COLLETON,NEW CHEHAW RIVER E OF BIG ISLAND IN MIDDLE OF SET OF HAIRPIN CURVES,RT-12039,AL,TURBIDITY
,,,,,,,,
3,,SALKEHATCHIE,030502070803,COLLETON,IRELAND CK AT S-15-116 5 1/2 MI N OF WALTERBORO,CSTL-044,AL,"DO, PH"
3,,SALKEHATCHIE,030502070803,COLLETON,IRELAND CK AT S-15-116 5 1/2 MI N OF WALTERBORO,CSTL-044,REC,ECOLI
,,,,,,,,
3,,SALKEHATCHIE,030502070804,COLLETON,"ASHEPOO RVR AT S-15-88,  SEE SEE ROAD,  SECOND BRIDGE FROM US 17A MAIN CHANNEL",CSTL-125,AL,DO
3,,SALKEHATCHIE,030502070804,COLLETON,"ASHEPOO RVR AT S-15-88,  SEE SEE ROAD,  SECOND BRIDGE FROM US 17A MAIN CHANNEL",CSTL-125,REC,"ECOLI, ENTERO"
,,,,,,,,
3,,SALKEHATCHIE,030502070902,COLLETON,CHESSIE CREEK @ CHESSIE LANDING,CSTL-070,FISH,HG
,,,,,,,,
3,,SALKEHATCHIE,030502070903,COLLETON,HORSESHOE CREEK AT SC 64,CSTL-071,FISH,HG
3,,SALKEHATCHIE,030502070903,COLLETON,FULLER SWAMP CRK. AT US 17A,CSTL-581,AL,BIO
,,,,,,,,
3,,SALKEHATCHIE,030502071001,COLLETON,ASHEPOO RVR AT SC 303 10 MI SSW OF WALTERBORO,CSTL-068,REC,"ECOLI, ENTERO"
,,,,,,,,
3,,SALKEHATCHIE,030502071002,COLLETON,ASHEPOO RVR AT US 17 3.4 MI ESE OF GREEN POND,CSTL-069,AL,DO
